"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed Sep 29 07:46:17 MSK 2021","Wed Sep 29 07:46:17 MSK 2021","0","test","test_add_group","","","","test_add_group[None:namewH4:headNwpNG 3:foot E6b]",""
"broken","Wed Sep 29 07:46:17 MSK 2021","Wed Sep 29 07:46:17 MSK 2021","0","test","test_add_group","","","","test_add_group[None:namebTPj:head6Yyk g:footLOf873]",""
"broken","Wed Sep 29 07:46:17 MSK 2021","Wed Sep 29 07:46:17 MSK 2021","0","test","test_add_group","","","","test_add_group[None:nameJ O1Ra lX:headqVK  uD3 K2 :footw9H8 uOU]",""
"broken","Wed Sep 29 07:46:17 MSK 2021","Wed Sep 29 07:46:17 MSK 2021","0","test","test_add_group","","","","test_add_group[None:nameJm :head50ijvm pBaX :footAbxk  8 ]",""
"broken","Wed Sep 29 07:46:17 MSK 2021","Wed Sep 29 07:46:17 MSK 2021","0","test","test_add_group","test_add_group[None","","","test_add_group[None:::]",""
"broken","Wed Sep 29 07:46:17 MSK 2021","Wed Sep 29 07:46:17 MSK 2021","0","test","test_add_group","","","","test_add_group[None:name :headSW K :foot mEm LOIBGdnA]",""
